Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Willamette Falls,4/22/2013,,457,29,111,,,,,,,,,,11.7
Willamette Falls,4/23/2013,,223,4,89,,,,,,,,,,12.2
Willamette Falls,4/24/2013,,495,18,102,,,,,,,,,,12.2
Willamette Falls,4/25/2013,,991,37,147,,,,,,,,,,12.8
Willamette Falls,4/26/2013,,1032,23,102,,,,,,,,,,13.9
Willamette Falls,4/27/2013,,628,23,87,,,,,,,,,,
Willamette Falls,4/28/2013,,908,35,96,,,,,,,,,,
Willamette Falls,4/29/2013,,1034,49,118,,,,,,,,,,15
Willamette Falls,4/30/2013,,501,26,94,,,,,,,,,,15.6
Willamette Falls,5/1/2013,,324,12,59,,,,,,,,,,15
Willamette Falls,5/2/2013,,311,16,67,,,,,,,,,,14.4
Willamette Falls,5/3/2013,,451,14,73,,,,,,,,,,14.4
Willamette Falls,5/4/2013,,385,15,64,,,,,,,,,,
Willamette Falls,5/5/2013,,791,25,96,,,,,,,,,,
Willamette Falls,5/6/2013,,885,37,110,,,,,,,,,,15.6
Willamette Falls,5/7/2013,,701,26,116,,,,,,,,,,16.7
Willamette Falls,5/8/2013,,601,30,103,,,,,,,,,,17.2
Willamette Falls,5/9/2013,,508,21,83,,,,,,,,,,17.2
Willamette Falls,5/10/2013,,397,23,99,,,,,,,,,,17.2
Willamette Falls,5/11/2013,,587,24,68,,,,,,,,,,
Willamette Falls,5/12/2013,,513,24,74,,,,,,,,,,
Willamette Falls,5/13/2013,,354,17,102,,,,,,,,,,17.8
Willamette Falls,5/14/2013,,342,29,144,,,,,,,,,,17.8
Willamette Falls,5/15/2013,,269,20,143,,,,,,,,,,17.8
Willamette Falls,5/16/2013,,206,13,116,,,,,,,,,,16.7
Willamette Falls,5/17/2013,,141,5,92,,,,,,,,,,16.7
Willamette Falls,5/18/2013,,62,1,94,,,,,,,,,,
Willamette Falls,5/19/2013,,65,5,74,,,,,,,,,,
Willamette Falls,5/20/2013,,55,5,77,,,,,,,,,,15
Willamette Falls,5/21/2013,,105,9,106,,,,,,,,,,15
Willamette Falls,5/22/2013,,81,5,122,,,,,,,,,,15
Willamette Falls,5/23/2013,,44,1,126,,,,,,,,,,14.4
Willamette Falls,5/24/2013,,27,1,150,,,,,,,,,,
Willamette Falls,5/25/2013,,68,14,204,,,,,,,,,,
Willamette Falls,5/26/2013,,284,30,209,,,,,,,,,,
Willamette Falls,5/27/2013,,449,38,143,,,,,,,,,,
Willamette Falls,5/28/2013,,443,28,218,,,,,,,,,,14.4
Willamette Falls,5/29/2013,,244,26,152,,,,,,,,,,14.4
Willamette Falls,5/30/2013,,273,25,294,,,,,,,,,,14.4
Willamette Falls,5/31/2013,,155,13,272,,,,,,,,,,14.4
Willamette Falls,3/1/2014,,,,72,,,,,,,,,,
Willamette Falls,3/2/2014,,,,43,,,,,,,,,,
Willamette Falls,3/3/2014,,,,104,,,,,,,,,,8.3
Willamette Falls,3/4/2014,,,,171,,,,,,,,,,8.9
Willamette Falls,3/5/2014,,,,104,,,,,,,,,,8.9
Willamette Falls,3/6/2014,,,,45,,,,,,,,,,9.4
Willamette Falls,3/7/2014,,,,10,,,,,,,,,,9.4
Willamette Falls,3/8/2014,,,,19,,,,,,,,,,
Willamette Falls,3/9/2014,,,,14,,,,,,,,,,9.4
Willamette Falls,3/10/2014,,,,17,,,,,,,,,,9.4
Willamette Falls,3/11/2014,,,,32,,,,,,,,,,9.4
Willamette Falls,3/12/2014,,,,19,,,,,,,,,,10
Willamette Falls,3/13/2014,,,,29,,,,,,,,,,10
Willamette Falls,3/14/2014,,,,79,,,,,,,,,,
Willamette Falls,3/15/2014,,,,161,,,,,,,,,,
Willamette Falls,3/16/2014,,,,204,,,,,,,,,,
Willamette Falls,3/17/2014,,,,174,,,,,,,,,,9.4
Willamette Falls,3/18/2014,,,,102,,,,,,,,,,9.4
Willamette Falls,3/19/2014,,1,,78,,,,,,,,,,9.4
Willamette Falls,3/20/2014,,1,,53,,,,,,,,,,8.9
Willamette Falls,3/21/2014,,2,,87,,,,,,,,,,8.9
Willamette Falls,3/22/2014,,1,,61,,,,,,,,,,
Willamette Falls,3/23/2014,,,,60,,,,,,,,,,
Willamette Falls,3/24/2014,,,,73,,,,,,,,,,8.9
Willamette Falls,3/25/2014,,,,64,,,,,,,,,,8.9
Willamette Falls,3/26/2014,,3,,99,,,,,,,,,,10
Willamette Falls,3/27/2014,,4,,96,,,,,,,,,,10
Willamette Falls,3/28/2014,,4,,126,,,,,,,,,,10
Willamette Falls,3/29/2014,,,,86,,,,,,,,,,
Willamette Falls,3/30/2014,,,,45,,,,,,,,,,9.4
Willamette Falls,3/31/2014,,,,42,,,,,,,,,,8.9
Willamette Falls,4/1/2014,,,,114,,,,,,,,,,
Willamette Falls,4/2/2014,,,,111,,,,,,,,,,
Willamette Falls,4/3/2014,,,,138,,,,,,,,,,
Willamette Falls,4/4/2014,,,,147,,,,,,,,,,
Willamette Falls,4/5/2014,,2,,92,,,,,,,,,,
Willamette Falls,4/6/2014,,4,,103,,,,,,,,,,
Willamette Falls,4/7/2014,,2,,112,,,,,,,,,,
Willamette Falls,4/8/2014,,14,,119,,,,,,,,,,
Willamette Falls,4/9/2014,,22,,136,,,,,,,,,,11.7
Willamette Falls,4/10/2014,,126,,153,,,,,,,,,,11.7
Willamette Falls,4/11/2014,,192,2,96,,,,,,,,,,12.8
Willamette Falls,4/12/2014,,185,,101,,,,,,,,,,
Willamette Falls,4/13/2014,,137,1,79,,,,,,,,,,
Willamette Falls,4/14/2014,,200,,102,,,,,,,,,,12.8
Willamette Falls,4/15/2014,,230,1,110,,,,,,,,,,12.8
Willamette Falls,4/16/2014,,195,1,56,,,,,,,,,,12.8
Willamette Falls,4/17/2014,,294,,63,,,,,,,,,,12.8
Willamette Falls,4/18/2014,,147,,68,,,,,,,,,,11.7
Willamette Falls,4/19/2014,,84,2,52,,,,,,,,,,
Willamette Falls,4/20/2014,,37,,39,,,,,,,,,,
Willamette Falls,4/21/2014,,105,,29,,,,,,,,,,11.7
Willamette Falls,4/22/2014,,272,3,44,,,,,,,,,,11.7
Willamette Falls,4/23/2014,,244,2,54,,,,,,,,,,11.7
Willamette Falls,4/24/2014,,239,1,80,,,,,,,,,,12.8
Willamette Falls,4/25/2014,,262,4,125,,,,,,,,,,12.8
Willamette Falls,4/26/2014,,23,1,81,,,,,,,,,,
Willamette Falls,4/27/2014,,20,,104,,,,,,,,,,
Willamette Falls,4/28/2014,,15,,78,,,,,,,,,,10
Willamette Falls,4/29/2014,,23,,90,,,,,,,,,,10
Willamette Falls,4/30/2014,,34,,76,,,,,,,,,,10
Willamette Falls,5/1/2014,,299,3,116,,,,,,,,,,11.1
Willamette Falls,5/2/2014,,1294,18,156,,,,,,,,,,13.3
Willamette Falls,5/3/2014,,1543,25,168,,,,,,,,,,
Willamette Falls,5/4/2014,,912,28,167,,,,,,,,,,
Willamette Falls,5/5/2014,,373,5,112,,,,,,,,,,13.3
Willamette Falls,5/6/2014,,227,11,101,,,,,,,,,,13.3
Willamette Falls,5/7/2014,,132,6,116,,,,,,,,,,13.9
Willamette Falls,5/8/2014,,234,2,99,,,,,,,,,,13.9
Willamette Falls,5/9/2014,,169,4,108,,,,,,,,,,13.9
Willamette Falls,5/10/2014,,118,4,130,,,,,,,,,,
Willamette Falls,5/11/2014,,35,2,118,,,,,,,,,,
Willamette Falls,5/12/2014,,18,,119,,,,,,,,,,11.7
Willamette Falls,5/13/2014,,34,1,185,,,,,,,,,,11.7
Willamette Falls,5/14/2014,,141,4,208,,,,,,,,,,12.8
Willamette Falls,5/15/2014,,2298,67,357,,,,,,,,,,14.4
Willamette Falls,5/16/2014,,1935,73,417,,,,,,,,,,15
Willamette Falls,5/17/2014,,1075,47,278,,,,,,,,,,
Willamette Falls,5/18/2014,,629,21,253,,,,,,,,,,
Willamette Falls,5/19/2014,,522,34,193,,,,,,,,,,15.6
Willamette Falls,5/20/2014,,451,17,228,,,,,,,,,,15.6
Willamette Falls,5/21/2014,,644,32,248,,,,,,,,,,15.6
Willamette Falls,5/22/2014,,560,49,243,,,,,,,,,,
Willamette Falls,5/23/2014,,347,32,222,,,,,,,,,,
Willamette Falls,5/24/2014,,368,24,161,,,,,,,,,,
Willamette Falls,5/25/2014,,435,31,200,,,,,,,,,,
Willamette Falls,5/26/2014,,403,35,229,,,,,,,,,,
Willamette Falls,5/27/2014,,325,32,269,,,,,,,,,,16.7
Willamette Falls,5/28/2014,,333,29,229,,,,,,,,,,17.2
Willamette Falls,5/29/2014,,220,16,200,,,,,,,,,,17.2
Willamette Falls,5/30/2014,,192,16,187,,,,,,,,,,16.1
Willamette Falls,5/31/2014,,281,23,313,,,,,,,,,,
Willamette Falls,3/1/2015,,,,10,,,,,,,,,,
Willamette Falls,3/2/2015,,,,16,,,,,,,,,,9.4
Willamette Falls,3/3/2015,,1,,31,,,,,,,,,,9.4
Willamette Falls,3/4/2015,,,,24,,,,,,,,,,8.9
Willamette Falls,3/5/2015,,,,21,,,,,,,,,,8.9
Willamette Falls,3/6/2015,,,,19,,,,,,,,,,
Willamette Falls,3/7/2015,,,,18,,,,,,,,,,
Willamette Falls,3/8/2015,,,,13,,,,,,,,,,9.4
Willamette Falls,3/9/2015,,3,,36,,,,,,,,,,
Willamette Falls,3/10/2015,,1,,51,,,,,,,,,,10
Willamette Falls,3/11/2015,,2,,64,,,,,,,,,,10
Willamette Falls,3/12/2015,,3,,42,,,,,,,,,,10.6
Willamette Falls,3/13/2015,,5,,79,,,,,,,,,,10.6
Willamette Falls,3/14/2015,,6,,28,,,,,,,,,,
Willamette Falls,3/15/2015,,8,,91,,,,,,,,,,
Willamette Falls,3/16/2015,,,,90,,,,,,,,,,11.7
Willamette Falls,3/17/2015,,,,121,,,,,,,,,,11.7
Willamette Falls,3/18/2015,,,,73,,,,,,,,,,11.7
Willamette Falls,3/19/2015,,1,,38,,,,,,,,,,11.1
Willamette Falls,3/20/2015,,2,,49,,,,,,,,,,11.1
Willamette Falls,3/21/2015,,1,,42,,,,,,,,,,
Willamette Falls,3/22/2015,,9,,13,,,,,,,,,,
Willamette Falls,3/23/2015,,12,,15,,,,,,,,,,11.1
Willamette Falls,3/24/2015,,7,,21,,,,,,,,,,11.1
Willamette Falls,3/25/2015,,2,,18,,,,,,,,,,11.1
Willamette Falls,3/26/2015,,2,,18,,,,,,,,,,11.1
Willamette Falls,3/27/2015,,6,,37,,,,,,,,,,11.1
Willamette Falls,3/28/2015,,6,,31,,,,,,,,,,
Willamette Falls,3/29/2015,,16,,13,,,,,,,,,,
Willamette Falls,3/30/2015,,66,,28,,,,,,,,,,13.9
Willamette Falls,3/31/2015,,87,,34,,,,,,,,,,13.9
Willamette Falls,4/1/2015,,109,,23,,,,,,,,,,13.9
Willamette Falls,4/2/2015,,72,,20,,,,,,,,,,13.3
Willamette Falls,4/3/2015,,42,,23,,,,,,,,,,12.2
Willamette Falls,4/4/2015,,58,,21,,,,,,,,,,
Willamette Falls,4/5/2015,,20,,13,,,,,,,,,,
Willamette Falls,4/6/2015,,45,,24,,,,,,,,,,10
Willamette Falls,4/7/2015,,31,,10,,,,,,,,,,10
Willamette Falls,4/8/2015,,32,,11,,,,,,,,,,10.6
Willamette Falls,4/9/2015,,34,,9,,,,,,,,,,
Willamette Falls,4/10/2015,,206,3,33,,,,,,,,,,
Willamette Falls,4/11/2015,,250,4,51,,,,,,,,,,
Willamette Falls,4/12/2015,,281,7,21,,,,,,,,,,11.7
Willamette Falls,4/13/2015,,303,10,41,,,,,,,,,,12.2
Willamette Falls,4/14/2015,,242,,34,,,,,,,,,,12.2
Willamette Falls,4/15/2015,,149,1,25,,,,,,,,,,
Willamette Falls,4/16/2015,,64,,20,,,,,,,,,,
Willamette Falls,4/17/2015,,91,,20,,,,,,,,,,
Willamette Falls,4/18/2015,,286,4,50,,,,,,,,,,
Willamette Falls,4/19/2015,,2375,39,122,,,,,,,,,,
Willamette Falls,4/20/2015,,1667,53,87,,,,,,,,,,13.9
Willamette Falls,4/21/2015,,977,50,38,,,,,,,,,,14.4
Willamette Falls,4/22/2015,,1224,4,59,,,,,,,,,,14.4
Willamette Falls,4/23/2015,,1350,20,63,,,,,,,,,,15
Willamette Falls,4/24/2015,,1118,43,67,,,,,,,,,,14.4
Willamette Falls,4/25/2015,,757,19,39,,,,,,,,,,
Willamette Falls,4/26/2015,,398,11,37,,,,,,,,,,
Willamette Falls,4/27/2015,,770,25,50,,,,,,,,,,12.8
Willamette Falls,4/28/2015,,937,31,55,,,,,,,,,,13.3
Willamette Falls,4/29/2015,,856,27,31,,,,,,,,,,13.9
Willamette Falls,4/30/2015,,2696,70,83,,,,,,,,,,14.4
Willamette Falls,5/1/2015,,1234,41,62,,,,,,,,,,15.6
Willamette Falls,5/2/2015,,1301,57,58,,,,,,,,,,
Willamette Falls,5/3/2015,,1656,82,90,,,,,,,,,,
Willamette Falls,5/4/2015,,1681,44,62,,,,,,,,,,16.7
Willamette Falls,5/5/2015,,1401,30,49,,,,,,,,,,16.7
Willamette Falls,5/6/2015,,1084,13,40,,,,,,,,,,16.7
Willamette Falls,5/7/2015,,1229,67,27,,,,,,,,,,17.2
Willamette Falls,5/8/2015,,1057,51,43,,,,,,,,,,
Willamette Falls,5/9/2015,,870,52,40,,,,,,,,,,
Willamette Falls,5/10/2015,,1278,69,40,,,,,,,,,,
Willamette Falls,5/11/2015,,931,40,45,,,,,,,,,,17.2
Willamette Falls,5/12/2015,,956,32,41,,,,,,,,,,17.2
Willamette Falls,5/13/2015,,1050,16,64,,,,,,,,,,17.2
Willamette Falls,5/14/2015,,955,28,60,,,,,,,,,,17.8
Willamette Falls,5/15/2015,,670,47,41,,,,,,,,,,18.3
Willamette Falls,5/16/2015,,330,32,33,,,,,,,,,,
Willamette Falls,5/17/2015,,403,31,35,,,,,,,,,,
Willamette Falls,5/18/2015,,558,51,55,,,,,,,,,,16.7
Willamette Falls,5/19/2015,,586,32,47,,,,,,,,,,16.7
Willamette Falls,5/20/2015,,705,36,34,,,,,,,,,,16.7
Willamette Falls,5/21/2015,,920,68,55,,,,,,,,,,16.7
Willamette Falls,5/22/2015,,644,35,43,,,,,,,,,,17.8
Willamette Falls,5/23/2015,,659,25,64,,,,,,,,,,
Willamette Falls,5/24/2015,,777,32,41,,,,,,,,,,
Willamette Falls,5/25/2015,,763,33,48,,,,,,,,,,
Willamette Falls,5/26/2015,,505,50,40,,,,,,,,,,17.2
Willamette Falls,5/27/2015,,439,34,50,,,,,,,,,,17.2
Willamette Falls,5/28/2015,,298,21,25,,,,,,,,,,17.8
Willamette Falls,5/29/2015,,375,21,38,,,,,,,,,,18.9
Willamette Falls,5/30/2015,,550,34,83,,,,,,,,,,
Willamette Falls,5/31/2015,,639,39,66,,,,,,,,,,
Willamette Falls,3/1/2016,,1,,29,,,,,,,,,,
Willamette Falls,3/2/2016,,,,43,,,,,,,,,,
Willamette Falls,3/3/2016,,,,65,,,,,,,,,,
Willamette Falls,3/4/2016,,1,,53,,,,,,,,,,
Willamette Falls,3/5/2016,,,,72,,,,,,,,,,
Willamette Falls,3/6/2016,,,,53,,,,,,,,,,
Willamette Falls,3/7/2016,,,,52,,,,,,,,,,
Willamette Falls,3/8/2016,,,,47,,,,,,,,,,
Willamette Falls,3/9/2016,,,,51,,,,,,,,,,
Willamette Falls,3/10/2016,,,,45,,,,,,,,,,
Willamette Falls,3/11/2016,,,,64,,,,,,,,,,
Willamette Falls,3/12/2016,,,,74,,,,,,,,,,
Willamette Falls,3/13/2016,,,,69,,,,,,,,,,
Willamette Falls,3/14/2016,,,,41,,,,,,,,,,
Willamette Falls,3/15/2016,,,,16,,,,,,,,,,
Willamette Falls,3/16/2016,,,,21,,,,,,,,,,
Willamette Falls,3/17/2016,,,,31,,,,,,,,,,
Willamette Falls,3/18/2016,,,,88,,,,,,,,,,
Willamette Falls,3/19/2016,,,,76,,,,,,,,,,
Willamette Falls,3/20/2016,,,,84,,,,,,,,,,
Willamette Falls,3/21/2016,,1,,106,,,,,,,,,,
Willamette Falls,3/22/2016,,,,58,,,,,,,,,,
Willamette Falls,3/23/2016,,1,,27,,,,,,,,,,
Willamette Falls,3/24/2016,,,,25,,,,,,,,,,
Willamette Falls,3/25/2016,,,,51,,,,,,,,,,
Willamette Falls,3/26/2016,,,,78,,,,,,,,,,
Willamette Falls,3/27/2016,,7,,48,,,,,,,,,,
Willamette Falls,3/28/2016,,6,,41,,,,,,,,,,
Willamette Falls,3/29/2016,,9,,40,,,,,,,,,,
Willamette Falls,3/30/2016,,3,,36,,,,,,,,,,
Willamette Falls,3/31/2016,,6,,38,,,,,,,,,,
Willamette Falls,4/1/2016,,22,,24,,,,,,,,,,
Willamette Falls,4/2/2016,,34,,71,,,,,,,,,,
Willamette Falls,4/3/2016,,43,,98,,,,,,,,,,
Willamette Falls,4/4/2016,,89,,155,,,,,,,,,,
Willamette Falls,4/5/2016,,46,,66,,,,,,,,,,
Willamette Falls,4/6/2016,,27,,64,,,,,,,,,,
Willamette Falls,4/7/2016,,26,,40,,,,,,,,,,
Willamette Falls,4/8/2016,,61,,84,,,,,,,,,,
Willamette Falls,4/9/2016,,93,,85,,,,,,,,,,
Willamette Falls,4/10/2016,,200,,65,,,,,,,,,,
Willamette Falls,4/11/2016,,243,,63,,,,,,,,,,
Willamette Falls,4/12/2016,,152,,37,,,,,,,,,,
Willamette Falls,4/13/2016,,95,,35,,,,,,,,,,
Willamette Falls,4/14/2016,,46,,39,,,,,,,,,,
Willamette Falls,4/15/2016,,17,,25,,,,,,,,,,
Willamette Falls,4/16/2016,,11,,23,,,,,,,,,,
Willamette Falls,4/17/2016,,20,1,34,,,,,,,,,,
Willamette Falls,4/18/2016,,81,,77,,,,,,,,,,
Willamette Falls,4/19/2016,,206,3,67,,,,,,,,,,
Willamette Falls,4/20/2016,,623,9,131,,,,,,,,,,
Willamette Falls,4/21/2016,,430,11,89,,,,,,,,,,
Willamette Falls,4/22/2016,,750,8,177,,,,,,,,,,
Willamette Falls,4/23/2016,,337,6,97,,,,,,,,,,
Willamette Falls,4/24/2016,,230,6,49,,,,,,,,,,
Willamette Falls,4/25/2016,,108,3,87,,,,,,,,,,
Willamette Falls,4/26/2016,,47,1,45,,,,,,,,,,
Willamette Falls,4/27/2016,,23,1,48,,,,,,,,,,
Willamette Falls,4/28/2016,,31,,67,,,,,,,,,,
Willamette Falls,4/29/2016,,31,1,58,,,,,,,,,,
Willamette Falls,4/30/2016,,51,1,70,,,,,,,,,,
Willamette Falls,5/1/2016,,127,2,89,,,,,,,,,,
Willamette Falls,5/2/2016,,932,24,318,,,,,,,,,,
Willamette Falls,5/3/2016,,648,22,265,,,,,,,,,,
Willamette Falls,5/4/2016,,743,34,274,,,,,,,,,,
Willamette Falls,5/5/2016,,443,24,158,,,,,,,,,,
Willamette Falls,5/6/2016,,337,6,133,,,,,,,,,,
Willamette Falls,5/7/2016,,421,17,207,,,,,,,,,,
Willamette Falls,5/8/2016,,657,23,166,,,,,,,,,,
Willamette Falls,5/9/2016,,403,27,68,,,,,,,,,,
Willamette Falls,5/10/2016,,534,25,95,,,,,,,,,,
Willamette Falls,5/11/2016,,458,31,120,,,,,,,,,,
Willamette Falls,5/12/2016,,537,25,174,,,,,,,,,,
Willamette Falls,5/13/2016,,671,28,298,,,,,,,,,,
Willamette Falls,5/14/2016,,525,32,404,,,,,,,,,,
Willamette Falls,5/15/2016,,346,23,217,,,,,,,,,,
Willamette Falls,5/16/2016,,235,14,276,,,,,,,,,,
Willamette Falls,5/17/2016,,258,23,303,,,,,,,,,,
Willamette Falls,5/18/2016,,157,10,312,,,,,,,,,,
Willamette Falls,5/19/2016,,404,21,312,,,,,,,,,,
Willamette Falls,5/20/2016,,378,28,358,,,,,,,,,,
Willamette Falls,5/21/2016,,366,28,366,,,,,,,,,,
Willamette Falls,5/22/2016,,348,44,384,,,,,,,,,,
Willamette Falls,5/23/2016,,216,21,292,,,,,,,,,,
Willamette Falls,5/24/2016,,253,31,277,,,,,,,,,,
Willamette Falls,5/25/2016,,255,31,218,,,,,,,,,,
Willamette Falls,5/26/2016,,398,29,341,,,,,,,,,,
Willamette Falls,5/27/2016,,392,39,308,,,,,,,,,,
Willamette Falls,5/28/2016,,372,46,225,,,,,,,,,,
Willamette Falls,5/29/2016,,256,37,302,,,,,,,,,,
Willamette Falls,5/30/2016,,256,44,269,,,,,,,,,,
Willamette Falls,5/31/2016,,304,43,224,,,,,,,,,,
Willamette Falls,3/1/2017,,,,12,,,,,,,,,,
Willamette Falls,3/2/2017,,,,18,,,,,,,,,,
Willamette Falls,3/3/2017,,,,23,,,,,,,,,,
Willamette Falls,3/4/2017,,,,18,,,,,,,,,,
Willamette Falls,3/5/2017,,,,5,,,,,,,,,,
Willamette Falls,3/6/2017,,,,10,,,,,,,,,,
Willamette Falls,3/7/2017,,,,4,,,,,,,,,,
Willamette Falls,3/8/2017,,,,7,,,,,,,,,,
Willamette Falls,3/9/2017,,,,7,,,,,,,,,,
Willamette Falls,3/10/2017,,,,10,,,,,,,,,,
Willamette Falls,3/11/2017,,,,5,,,,,,,,,,
Willamette Falls,3/12/2017,,,,10,,,,,,,,,,
Willamette Falls,3/13/2017,,,,22,,,,,,,,,,
Willamette Falls,3/15/2017,,,,20,,,,,,,,,,
Willamette Falls,3/16/2017,,,,3,,,,,,,,,,
Willamette Falls,3/17/2017,,,,1,,,,,,,,,,
Willamette Falls,3/18/2017,,,,1,,,,,,,,,,
Willamette Falls,3/19/2017,,,,4,,,,,,,,,,
Willamette Falls,3/20/2017,,,,4,,,,,,,,,,
Willamette Falls,3/21/2017,,,,3,,,,,,,,,,
Willamette Falls,3/22/2017,,,,9,,,,,,,,,,
Willamette Falls,3/23/2017,,,,8,,,,,,,,,,
Willamette Falls,3/24/2017,,,,7,,,,,,,,,,
Willamette Falls,3/25/2017,,,,4,,,,,,,,,,
Willamette Falls,3/26/2017,,,,5,,,,,,,,,,
Willamette Falls,3/27/2017,,,,,,,,,,,,,,
Willamette Falls,3/28/2017,,,,,,,,,,,,,,
Willamette Falls,3/29/2017,,,,1,,,,,,,,,,
Willamette Falls,3/30/2017,,,,2,,,,,,,,,,
Willamette Falls,3/31/2017,,,,2,,,,,,,,,,
Willamette Falls,4/1/2017,,,,4,,,,,,,,,,
Willamette Falls,4/2/2017,,,,,,,,,,,,,,
Willamette Falls,4/3/2017,,,,6,,,,,,,,,,
Willamette Falls,4/4/2017,,,,3,,,,,,,,,,
Willamette Falls,4/5/2017,,,,3,,,,,,,,,,
Willamette Falls,4/6/2017,,,,7,,,,,,,,,,
Willamette Falls,4/7/2017,,1,,9,,,,,,,,,,
Willamette Falls,4/8/2017,,1,,8,,,,,,,,,,
Willamette Falls,4/9/2017,,,,1,,,,,,,,,,
Willamette Falls,4/10/2017,,,,3,,,,,,,,,,
Willamette Falls,4/11/2017,,,,3,,,,,,,,,,
Willamette Falls,4/12/2017,,,,3,,,,,,,,,,
Willamette Falls,4/13/2017,,,,2,,,,,,,,,,
Willamette Falls,4/14/2017,,,,2,,,,,,,,,,
Willamette Falls,4/15/2017,,,,1,,,,,,,,,,
Willamette Falls,4/16/2017,,,,2,,,,,,,,,,
Willamette Falls,4/17/2017,,1,,4,,,,,,,,,,
Willamette Falls,4/18/2017,,2,,4,,,,,,,,,,
Willamette Falls,4/19/2017,,1,,3,,,,,,,,,,
Willamette Falls,4/20/2017,,,,1,,,,,,,,,,
Willamette Falls,4/21/2017,,2,,3,,,,,,,,,,
Willamette Falls,4/22/2017,,,,4,,,,,,,,,,
Willamette Falls,4/23/2017,,2,,2,,,,,,,,,,
Willamette Falls,4/24/2017,,2,,1,,,,,,,,,,
Willamette Falls,4/25/2017,,4,,5,,,,,,,,,,
Willamette Falls,4/26/2017,,,,2,,,,,,,,,,
Willamette Falls,4/27/2017,,,,2,,,,,,,,,,
Willamette Falls,4/28/2017,,,,6,,,,,,,,,,
Willamette Falls,4/29/2017,,1,,10,,,,,,,,,,
Willamette Falls,4/30/2017,,,,18,,,,,,,,,,
Willamette Falls,5/1/2017,,4,,2,,,,,,,,,,
Willamette Falls,5/2/2017,,7,,3,,,,,,,,,,
Willamette Falls,5/3/2017,,23,1,6,,,,,,,,,,
Willamette Falls,5/4/2017,,315,3,24,,,,,,,,,,
Willamette Falls,5/5/2017,,1570,66,54,,,,,,,,,,
Willamette Falls,5/6/2017,,728,48,24,,,,,,,,,,
Willamette Falls,5/7/2017,,115,3,19,,,,,,,,,,
Willamette Falls,5/8/2017,,87,3,14,,,,,,,,,,
Willamette Falls,5/9/2017,,122,8,13,,,,,,,,,,
Willamette Falls,5/10/2017,,180,10,9,,,,,,,,,,
Willamette Falls,5/11/2017,,488,25,39,,,,,,,,,,
Willamette Falls,5/12/2017,,302,20,14,,,,,,,,,,
Willamette Falls,5/13/2017,,114,15,16,,,,,,,,,,
Willamette Falls,5/14/2017,,57,5,12,,,,,,,,,,
Willamette Falls,5/15/2017,,13,1,1,,,,,,,,,,
Willamette Falls,5/16/2017,,14,,6,,,,,,,,,,
Willamette Falls,5/17/2017,,18,,8,,,,,,,,,,
Willamette Falls,5/18/2017,,15,1,9,,,,,,,,,,
Willamette Falls,5/19/2017,,8,,14,,,,,,,,,,
Willamette Falls,5/20/2017,,49,1,9,,,,,,,,,,
Willamette Falls,5/21/2017,,922,50,33,,,,,,,,,,
Willamette Falls,5/22/2017,,3272,120,66,,,,,,,,,,
Willamette Falls,5/23/2017,,1547,98,64,,,,,,,,,,
Willamette Falls,5/24/2017,,2162,112,78,,,,,,,,,,
Willamette Falls,5/25/2017,,987,5,48,,,,,,,,,,
Willamette Falls,5/26/2017,,1020,58,48,,,,,,,,,,
Willamette Falls,5/27/2017,,1030,86,71,,,,,,,,,,
Willamette Falls,5/28/2017,,728,77,28,,,,,,,,,,
Willamette Falls,5/29/2017,,517,54,29,,,,,,,,,,
Willamette Falls,5/30/2017,,793,83,36,,,,,,,,,,
Willamette Falls,5/31/2017,,259,39,12,,,,,,,,,,
Willamette Falls,3/1/2018,,,,8,,,,,,,,,,
Willamette Falls,3/2/2018,,,,9,,,,,,,,,,
Willamette Falls,3/3/2018,,,,17,,,,,,,,,,
Willamette Falls,3/4/2018,,,,23,,,,,,,,,,
Willamette Falls,3/5/2018,,,,15,,,,,,,,,,
Willamette Falls,3/6/2018,,,,25,,,,,,,,,,
Willamette Falls,3/7/2018,,,,16,,,,,,,,,,
Willamette Falls,3/8/2018,,1,,18,,,,,,,,,,
Willamette Falls,3/9/2018,,2,,29,,,,,,,,,,
Willamette Falls,3/10/2018,,1,,35,,,,,,,,,,
Willamette Falls,3/11/2018,,1,,20,,,,,,,,,,
Willamette Falls,3/12/2018,,,,33,,,,,,,,,,
Willamette Falls,3/13/2018,,1,,24,,,,,,,,,,
Willamette Falls,3/14/2018,,,,12,,,,,,,,,,
Willamette Falls,3/15/2018,,,,11,,,,,,,,,,
Willamette Falls,3/16/2018,,,,10,,,,,,,,,,
Willamette Falls,3/17/2018,,,,11,,,,,,,,,,
Willamette Falls,3/18/2018,,,,3,,,,,,,,,,
Willamette Falls,3/19/2018,,1,,5,,,,,,,,,,
Willamette Falls,3/20/2018,,1,,5,,,,,,,,,,
Willamette Falls,3/21/2018,,,,6,,,,,,,,,,
Willamette Falls,3/22/2018,,,,7,,,,,,,,,,
Willamette Falls,3/23/2018,,,,15,,,,,,,,,,
Willamette Falls,3/24/2018,,,,10,,,,,,,,,,
Willamette Falls,3/25/2018,,,,6,,,,,,,,,,
Willamette Falls,3/26/2018,,,,3,,,,,,,,,,
